title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Maths Class 6th Ncert Book\xa0\xa0(Paperback, ncert)']",['₹135'],['ncert'],['Maths Class 6th Ncert Book'],['Publisher: ncert'],['320 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Kiran White & Red Book Of NCERT MCQs Class 6 To 12\xa0\xa0(Paperback, Hindi, NA)']",['₹595'],['NA'],['Hitory Art &Culture Geography Environment Polity Economy Science Useful for UPSC State PCS And Other Competitive Exams'],['Publisher: Kiran Prakshan'],['815 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['Hindi Bhasha Evam Sahitya Ka Vastunisth Itihas\xa0\xa0(Paperback, Hindi, SARASWATI PANDE, GOVIND PANDE)']",['₹280'],[''],[''],['Publisher: ABHIVYAKTI PRAKASHAN'],['460 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Magic Practice Copybook, Number Tracing Book For Preschoolers With Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering (4 BOOKS WITH 5 REFILLSS) Pop-Up – 1 January 2000\xa0\xa0(Spiral, Others, Generic)']",['₹90'],['Generic'],"['Introduce your child to the world of learning and creativity with our Magic Practice Copybook Set. Featuring English letters, addition and subtraction, drawing, and numbers 1-100, it offers a fun and meaningful educational experience. The special filler ink gradually fades after 30 minutes, making the Vruta books reusable. With comfortable writing design and thick, durable paper, it enhances fine motor skills and eye-hand coordination. The set includes a pen with a random color grip for correct posture and enjoyable writing. Perfect for preschool education, it fosters correct pen grip and handwriting skills while providing engaging activities for young learners.']","[""Publisher: Hunk Deal's""]",['16 Pages'],[None],[None],['Language: Others'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['Bhartiya Kala Evam Sanskriti (Indian Art and Culture Hindi) for UPSC | 5th Edition | Civil Services Exam | State Administrative Exams\xa0\xa0(DEHLI, Nitin Singhania)']",['₹577'],['Nitin Singhania'],[''],['Publisher: McGraw Hill'],['Pages: 632'],"['Edition: 5th Edition, 2023']",['Genre: Civil Services Exam |\n State Administrative'],[None],['Binding: DEHLI'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['The Hard Thing About Hard Things - Building A Business When There are No Easy Answers (English, paperback, Horowitz Ben)\xa0\xa0(Paperback, Horowitz Ben)']",['₹171'],[''],[''],['Publisher: Bookish'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Ace Quantitative Aptitude Book For Banking And Insurance (Third Hindi Medium Edition)\xa0\xa0(Paperback, Hindi, Adda247 Publications)']",['₹329'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['496 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['ROJGAR PUBLICATION ANKIT BHATI G.S. Nidhi (Paperback, Hindi, ANKIT BHATI)\xa0\xa0(Paperback, Hindi, Ankit Bhatti)']",['₹200'],['Ankit Bhatti'],[''],['Publisher: Rojgar publication'],['383 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['PW All-in-One RRB NTPC 2024-25 CBT-1: Theory, Tricks, PYQs & Practice Sets (Eng)  - All in One Rrb Ntpc 2024-2025\xa0\xa0(English, Paperback, unknown)']",['₹299'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 365'],"['Edition: 2024, 2024']",['Genre: Transportation'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['"" New NCERT Textbook History Combo Set 6th To 12th English Medium (9 Booklets)""\xa0\xa0(Paperback, NCERT)']",['₹885'],['NCERT'],['NCERT History Books Set Of Class - 6 TO 12 (ENGLISH MEDIUM) For UPSC Prelims / Main / IAS / Civil Services / IFS / IES / ISS / CISF / CDS / SCRA / IFS / NDA (9 BOOKS)'],['Publisher: Monika Book Stall'],['1400 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Ankit Bhati Samanya Gyan ( General Knowledge) For All Competitive Exams Like Delhi Police (Constable Evm Head Constable) Up Police\xa0\xa0(Paperback, Hindi, Ankit Bhati)']",['₹174'],['Ankit Bhati'],"['ANKIT BHATI SAMANYA GYAN ( GENERAL KNOWLEDGE) FOR ALL COMPETITIVE EXAMS LIKE DELHI POLICE (CONSTABLE EVM HEAD CONSTABLE) UP POLICE (SUB-INSPECTOR CONSTABLE, JAILWARDER EVM FIREMAN), SSC (CGL, CPO, CHSL, GD, MTS) RAILWAY, BANK - ANKIT BHATI SAMANYA GYAN ( GENERAL KNOWLEDGE) FOR ALL COMPETITIVE EXAMS LIKE DELHI POLICE (CONSTABLE EVM HEAD CONSTABLE) UP POLICE (SUB-INSPECTOR CONSTABLE, JAILWARDER EVM FIREMAN), SSC (CGL, CPO, CHSL, GD, MTS) RAILWAY, BANK (Hindi, Hardcover, MANISH CHAPRANA, ANKIT BHATI)']",['Publisher: Rojgar Publication'],['200 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['PW Physics + Chemistry Med Easy Notes | Notes, Formulas, Mnemonics, Tips & Tricks For NEET/JEE & Board Exams | Handwritten Notes\xa0\xa0(Paperback, Pankaj Sir, MR Sir)']",['₹849'],[''],[''],['Publisher: physics wallah'],['500 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Ankit Bhati STATIC G.K Paperback, Hindi, Ankit Bhati Sir, Naveen Sharma Sir (Paperback, Hindi, ANKIT BHATI)\xa0\xa0(Paperback, Hindi, Naveen Sharma)']",['₹223'],['Naveen Sharma'],[''],['Publisher: Rojgar Publication'],['199 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.9']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['The 48 Laws of Power\xa0\xa0(Paperback, Robert Greene)']",['₹249'],[''],[''],['Publisher: Profile Books'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Dhyan Tatha Isaki Paddhatiyan + Raja Yoga + Bhakti Yoga + Jnana Yoga (Gyan Yog) + Karm Yoga (Karma Yoga) 5 BOOKS SET\xa0\xa0(Paperback, Hindi, Swami Vivekananda)']",['₹280'],['Swami Vivekananda'],['Dhyan tatha Isaki paddhatiyan + Raja Yoga + Bhakti Yoga + Jnana Yoga (Gyan Yog) + Karm Yoga (Karma Yoga)'],['Publisher: ADVITA ASHRAM'],['600 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],[''],['4.3']
"['Chirantani Purva Shikshashastri - Margodeshika\xa0\xa0(Paperback, Sanskrit, Prof. Ramakantmishra)']",['₹600'],['Prof. Ramakantmishra'],[''],['Publisher: Chaukhambha Surbharti Prakashan Varanasi'],['680 Pages'],[None],[None],['Language: Sanskrit'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2025 Exam)\xa0\xa0(Paperback, Oswaal Editorial Board)']",['₹249'],['Oswaal Editorial Board'],"['This product covers the following:\n•Fresh & Relevant with the Latest Typologies of Questions\n•Score Boosting Insights with 400 Questions & 150 Concepts(approx.)\n•Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics\n•Exam Ready to Practice with 5 Solved & 5 Self-Assessment Papers']",['Publisher: Oswaal Books And Learning Private Limited'],['Pages: 128'],"['Edition: New, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Higher English Grammar, Composition & Translation [anglo- Bengali Edition] Book Syndicate (P) Ltd\xa0\xa0(Paperback, P. K. DE SARKAR)']",['₹825'],['P. K. DE SARKAR'],[''],['Publisher: BOOK SYNDICATE (P) LTD.'],['864 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Srimadh Bhagawad Gita Yatharoop - English\xa0\xa0(Hardcover, Bhaktivedanta Swami Prabhupada)']",['₹313'],['Bhaktivedanta Swami Prabhupada'],['Book Shrimad Bhagavad Gita Yatharup (New Edition) Author A C Bhaktivaibhava Swami Prabhupad'],['Publisher: ISKCON'],['615 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Chakshu ITBP Head Constable (Telecommunication) And Constable (Telecommunication) Bharti Pariksha Practise Sets Book For 2023\xa0\xa0(Paperback, Hindi, CHAKSHU PANEL OF EXPERTS)']",['₹216'],['CHAKSHU PANEL OF EXPERTS'],"['An editorial team of highly skilled professionals at SRR Publications (Chakshu), works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors. From inception till the book comes out from print, the whole team comprising of authors, editors, proofreaders and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis.']",['Publisher: SRR PUBLICATION'],['200 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['NCERT Biology Textbook For Class - 11 And Class - 12 ( Set Of 2 Original Books Combo )\xa0\xa0(Paperback, NCERT)']",['₹390'],['NCERT'],['NCERT CLASS 11TH AND 12TH BIOLOGY//'],['Publisher: NCERT'],['625 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Bharat Ki Rajvyavastha (Indian Polity Hindi ) for UPSC| 7th Edition | Civil Services Exam | State Administrative Exams  - Mpsc with 1 Disc\xa0\xa0(Hindi, Paperback, Laxmikanth M.)']",['₹666'],['Laxmikanth M.'],[''],['Publisher: McGraw Hill Education India'],['Pages: 744'],"['Edition: 7, 2023']",['Genre: Education'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Gunaho Ka Devta\xa0\xa0(Paperback, Hindi, Dharmveer Bharti)']",['₹255'],['Dharmveer Bharti'],['HINDI NOVEL BY DHARAMVIR BHARTI'],['Publisher: BHARTIYA JNANPITH'],['257 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['Shree Ram Charitmanas Big Size In Bold Letters With Coloured Pictures\xa0\xa0(Hardcover, Hindi, NO)']",['₹760'],['NO'],[''],['Publisher: sj publication'],['80 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Electrical Engineering Quick Revision Capsule\xa0\xa0(Paperback, Youth Competition Times)']",['₹195'],['Youth Competition Times'],['Electrical Engineering Quick Revision Capsule'],['Publisher: Youth Competition Times'],['208 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Wings Of Fire: Autobiography Of Abdul Kalam (Paperback, A P J Abdul Kalam)\xa0\xa0(Paperback, A P J Abdul Kalam)']",['₹149'],['A P J Abdul Kalam'],[''],['Publisher: TGB Publication House'],['180 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Ace Quantitative Aptitude Book For Banking And Insurance (Third Hindi Medium Edition)\xa0\xa0(Paperback, Hindi, Adda247 Publications)']",['₹329'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['496 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Think and Grow Rich\xa0\xa0(English, Paperback, Hill Napoleon)']",['₹109'],['Hill Napoleon'],[''],['Publisher: Pharos Books Private Limited'],['Pages: 220'],"['Edition: 1, 2019']",['Genre: Business & Economics'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Psychology Of Money & Rich Dad Poor Dad\xa0\xa0(Paper pack, Robert T. Kiyosaki, Morgan Housel)']",['₹295'],[''],[''],['Publisher: Domestic90'],['600 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Khasakkinte Ithihasam|Malayalam Novel |Ov Vijayan\xa0\xa0(paperpack, Malayalam, Ov Vijayan)']",['₹279'],['Ov Vijayan'],['100TH EDITION\nSPECIAL CLASSIC BLACK EDITION'],['Publisher: dc books kottayam'],['318 Pages'],[None],[None],['Language: Malayalam'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['English For Competitive Examinations (Includes Descriptive And Objective Tests) Wren & Martin\xa0\xa0(Paperback, WREN & MARTIN)']",['₹498'],['WREN & MARTIN'],[''],['Publisher: S. CHAND PUBLISHING'],['609 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['General Practice Guide 3rd Edition\xa0\xa0(Perfect Paper Back, Hindi, Dr Amritesh Kumar)']",['₹309'],['Dr Amritesh Kumar'],[''],['Publisher: Hindu Chikitsa Awm Takniki Mhavidyalay'],['328 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Bhartiya Kala Evam Sanskriti (Indian Art and Culture Hindi) for UPSC | 5th Edition | Civil Services Exam | State Administrative Exams\xa0\xa0(DEHLI, Nitin Singhania)']",['₹577'],['Nitin Singhania'],[''],['Publisher: McGraw Hill'],['Pages: 632'],"['Edition: 5th Edition, 2023']",['Genre: Civil Services Exam |\n State Administrative'],[None],['Binding: DEHLI'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['Twisted Lies\xa0\xa0(Papaerback, Huang Ana)']",['₹228'],['Huang Ana'],[''],['Publisher: PRAKASH BOOKS STORE'],['400 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Rabindra Galpaguchha\xa0\xa0(Hardcover, Bengali, Rabindranath Tagore)']",['₹179'],['Rabindranath Tagore'],[''],['Publisher: ASHOK BOOK AGENCY'],['880 Pages'],[None],[None],['Language: Bengali'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Gita Sadhak Sanjivani In Hindi By GitaPress Gorakhpur, (Large Size )\xa0\xa0(Paperback, Hindi, GitaPress Gorakhpur)']",['₹724'],['GitaPress Gorakhpur'],"['This is an excellent commentary on Gita by Swamiji. Most revered Swami Ramsukhdasji has searched out many secret and valuable jewels of spiritual ideas from this unfathomable sea of Bhagavadgita and has very kindly given for the welfare of householders and the public at large studying which they may easily attain highest bliss. Revered Swamiji has written this commentary not for profounding any philosophical view-point or for show of his erudition but he has made this fine endeavour for the spiritual benefit of the practising strivers. This commentary is available in different sizes, languages, and in attractive various forms proved itself as a Guru just like a true guide.']",['Publisher: GitaPress Gorakhpur'],['1264 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Review For The NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN)\xa0\xa0(Paperback, Unknown)']","['₹2,787']",['Unknown'],['Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN)'],['Publisher: MTG Learning Media'],['1144 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Shrimad Bhagwat Geeta Yathroop In Hindi\xa0\xa0(Hardcover, Hindi, A.C BHAKTIVEDANT SWAMI SHRILA PRABHUPAD)']",['₹265'],['A.C BHAKTIVEDANT SWAMI SHRILA PRABHUPAD'],[''],['Publisher: BHAKTIVEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['The Viral Maths Brahmastra For Maths Calculation For Competitive Exams RBI,SBI,IBPS,SSC,Railway\xa0\xa0(Paperback, Navneet Tiwari Sir)']",['₹175'],['Navneet Tiwari Sir'],[''],['Publisher: Adda247 Publications'],['319 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Six Of Crows: Book 1 + Crooked Kingdom Six Of Crows Book 2 (Set Of 2 Books) (Paperback, Leigh Bardugo)\xa0\xa0(Paperback, Leigh Bardugo)']",['₹399'],['Leigh Bardugo'],[''],['Publisher: Monk'],['1000 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['ALCHEMIST  - Fulfilling your dreams\xa0\xa0(English, Paperback, Paulo Coelho)']",['₹138'],['Paulo Coelho'],[''],['Publisher: N.A..'],['Pages: 171'],"['Edition: 1988, 1988']",['Genre: -Adventure Fiction\n-Fantasy Fiction'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['Pw Pw Neet 12 Years Pyq Chapterwise and Topicwise Hindi\xa0\xa0(Hindi, Paperback, Kumar Gaurav)']",['₹359'],['Kumar Gaurav'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Your Name. (Light Novel)+I Want To Eat Your Pancreas (Manga)(2 BOOKS COMBO)\xa0\xa0(Paperback, Yoru Sumino, Makoto Shinkai)']",['₹489'],[''],"['Also known as Let Me Eat Your Pancreas, the manga version of the coming-of-age novel that inspired two films! In this deeply moving first-person story, an introverted high school boy finds his classmate?s diary?and learns her biggest secret. Yamauchi Sakura is dying from a pancreatic disease and now he is the only one person outside her family to know the truth. The last thing the boy wants is to be her friend, but Sakura?s cheerful demeanor and their shared secret draw them together in this heartrending tale of friendship and mortality.']",['Publisher: ? Seven Seas'],['442 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Peer-E-Kamil\xa0\xa0(Paperback, Urdu, Umera Ahmad)']",['₹356'],['Umera Ahmad'],[''],['Publisher: Manshurat Publishers'],['520 Pages'],[None],[None],['Language: Urdu'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['VASTUNISHTH SAMANYA GYAN IN HINDI (Objective G.K)\xa0\xa0(Paperback, Hindi, NEERAJ CHANDRA CHAUDHRY AND KIRAN KUMARI)']",['₹353'],['NEERAJ CHANDRA CHAUDHRY AND KIRAN KUMARI'],"['FOR COMPTATIVE EXAMINATION LIKE UPSC, SPSC,SSC,RAILWAYS BOARD, BANK ETC.']",['Publisher: LUCENT PUBLICATION'],['586 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['RAILWAY SPEEDY SAMANYA ADHYAN (1992-2024) 2100 SETS NEW EDITION 2023 WITH INCLUDED RAILWAY GROUP D Exam 2022 GK (Paperback, Hindi, Suchit Kumar)\xa0\xa0(Paperback, Hindi, Suchit kumar)']",['₹180'],['Suchit kumar'],[''],['Publisher: Speedy publication'],['380 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['PW All-in-One RRB NTPC 2024-25 CBT-1: Theory, Tricks, PYQs & Practice Sets (Eng)  - All in One Rrb Ntpc 2024-2025\xa0\xa0(English, Paperback, unknown)']",['₹299'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 365'],"['Edition: 2024, 2024']",['Genre: Transportation'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['The Secret (Marathi) Paperback\xa0\xa0(Paperback, Marathi, The Secret (Marathi) Paperback)']",['₹269'],['The Secret (Marathi) Paperback'],[''],['Publisher: manjul publishing'],['206 Pages'],[None],[None],['Language: Marathi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Delhi Police Computer Book | Delhi Police Best Computer Book | Computer Book For Govt Competitive Exams | Computer Book Last Exam | Mohan Saini | 2023\xa0\xa0(Perfect Paperback, Hindi, Mohan Saini)']",['₹260'],['Mohan Saini'],['Delhi Police Constable Computer Book | computer book for ssc | computer book in hindi | last exam mohan saini'],['Publisher: Last Exam Publication'],['235 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['CAT Exam 2025 book combo by Arun Sharma (Set of 4 books) - Quantitative Aptitude + Verbal Ability and Reading Comprehension + Logical Reasoning + Data Interpretation| Latest editions\xa0\xa0(Paperback, Arun Sharma, Meenakshi Upadhyay)']","['₹2,295']","['Arun Sharma, Meenakshi Upadhyay']",[''],['Publisher: McGraw Hill'],['Pages: 2968'],['Edition: 2024'],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['NCERT Biology Textbook For Class - 11 And Class - 12 ( Set Of 2 Original Books Combo )\xa0\xa0(Paperback, NCERT)']",['₹390'],['NCERT'],['NCERT CLASS 11TH AND 12TH BIOLOGY//'],['Publisher: NCERT'],['625 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Computer In Hindi 204 Pages\xa0\xa0(PAPERBOOK, Hindi, RANI AHILYA)']",['₹110'],['RANI AHILYA'],[''],"[""Publisher: LUCENT'S""]",['204 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Competitive Handbook Of Nursing English Aravali Publication Pr Yadav Combo\xa0\xa0(Paperback, pr yadav)']","['₹1,339']",['pr yadav'],[''],['Publisher: aravali publicers'],['1644 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
